,STNAME,CTYNAME,COUNTY,POPESTIMATE2015
1,Alabama,Baldwin,1.0,55347.0
2,Alabama,Barbour,3.0,203709.0
3,Alabama,Bibb,5.0,26489.0
4,Alabama,Blount,7.0,22583.0
5,Alabama,Bullock,9.0,57673.0
6,Alabama,Butler,11.0,10696.0
7,Alabama,Calhoun,13.0,20154.0
8,Alabama,Chambers,15.0,115620.0
9,Alabama,Cherokee,17.0,34123.0
10,Alabama,Chilton,19.0,25859.0
11,Alabama,Choctaw,21.0,43943.0
12,Alabama,Clarke,23.0,13170.0
13,Alabama,Clay,25.0,24675.0
14,Alabama,Cleburne,27.0,13555.0
15,Alabama,Coffee,29.0,15018.0
16,Alabama,Colbert,31.0,51211.0
17,Alabama,Conecuh,33.0,54354.0
18,Alabama,Coosa,35.0,12672.0
19,Alabama,Covington,37.0,10724.0
20,Alabama,Crenshaw,39.0,37835.0
21,Alabama,Cullman,41.0,13963.0
22,Alabama,Dale,43.0,82005.0
23,Alabama,Dallas,45.0,49565.0
24,Alabama,DeKalb,47.0,41131.0
25,Alabama,Elmore,49.0,71130.0
26,Alabama,Escambia,51.0,81468.0
27,Alabama,Etowah,53.0,37789.0
28,Alabama,Fayette,55.0,103057.0
29,Alabama,Franklin,57.0,16759.0
30,Alabama,Geneva,59.0,31696.0
31,Alabama,Greene,61.0,26777.0
32,Alabama,Hale,63.0,8479.0
33,Alabama,Henry,65.0,15068.0
34,Alabama,Houston,67.0,17221.0
35,Alabama,Jackson,69.0,104173.0
36,Alabama,Jefferson,71.0,52419.0
37,Alabama,Lamar,73.0,660367.0
38,Alabama,Lauderdale,75.0,13886.0
39,Alabama,Lawrence,77.0,92596.0
40,Alabama,Lee,79.0,33115.0
41,Alabama,Limestone,81.0,156993.0
42,Alabama,Lowndes,83.0,91663.0
43,Alabama,Macon,85.0,10458.0
44,Alabama,Madison,87.0,19105.0
45,Alabama,Marengo,89.0,353089.0
46,Alabama,Marion,91.0,20028.0
47,Alabama,Marshall,93.0,30168.0
48,Alabama,Mobile,95.0,94725.0
49,Alabama,Monroe,97.0,415395.0
50,Alabama,Montgomery,99.0,21673.0
51,Alabama,Morgan,101.0,226519.0
52,Alabama,Perry,103.0,119565.0
53,Alabama,Pickens,105.0,9652.0
54,Alabama,Pike,107.0,20864.0
55,Alabama,Randolph,109.0,33046.0
56,Alabama,Russell,111.0,22696.0
57,Alabama,St. Clair,113.0,59660.0
58,Alabama,Shelby,115.0,87074.0
59,Alabama,Sumter,117.0,208713.0
60,Alabama,Talladega,119.0,13103.0
61,Alabama,Tallapoosa,121.0,80862.0
62,Alabama,Tuscaloosa,123.0,40844.0
63,Alabama,Walker,125.0,203976.0
64,Alabama,Washington,127.0,65294.0
65,Alabama,Wilcox,129.0,16804.0
66,Alabama,Winston,131.0,11059.0
67,Alabama,Apache,133.0,23877.0
99,Arizona,Crittenden,1.0,71474.0
100,Arizona,Cross,3.0,126427.0
101,Arizona,Dallas,5.0,139097.0
102,Arizona,Desha,7.0,53159.0
103,Arizona,Drew,9.0,37666.0
104,Arizona,Faulkner,11.0,9529.0
105,Arizona,Franklin,12.0,20152.0
106,Arizona,Fulton,13.0,4167947.0
107,Arizona,Garland,15.0,204737.0
108,Arizona,Grant,17.0,108277.0
109,Arizona,Greene,19.0,1010025.0
110,Arizona,Hempstead,21.0,406584.0
111,Arizona,Hot Spring,23.0,46461.0
112,Arizona,Howard,25.0,222255.0
113,Arizona,Independence,27.0,204275.0
115,Arkansas,Jackson,1.0,18433.0
116,Arkansas,Jefferson,3.0,20838.0
117,Arkansas,Johnson,5.0,41053.0
118,Arkansas,Lafayette,7.0,249672.0
119,Arkansas,Lawrence,9.0,37222.0
120,Arkansas,Lee,11.0,11094.0
121,Arkansas,Lincoln,13.0,5229.0
122,Arkansas,Little River,15.0,27704.0
123,Arkansas,Logan,17.0,11027.0
124,Arkansas,Lonoke,19.0,22633.0
125,Arkansas,Madison,21.0,15109.0
126,Arkansas,Marion,23.0,25467.0
127,Arkansas,Miller,25.0,8311.0
128,Arkansas,Mississippi,27.0,24114.0
129,Arkansas,Monroe,29.0,21019.0
130,Arkansas,Montgomery,31.0,104354.0
131,Arkansas,Nevada,33.0,61703.0
132,Arkansas,Newton,35.0,48963.0
133,Arkansas,Ouachita,37.0,17284.0
134,Arkansas,Perry,39.0,7604.0
135,Arkansas,Phillips,41.0,11965.0
136,Arkansas,Pike,43.0,18778.0
137,Arkansas,Poinsett,45.0,121552.0
138,Arkansas,Polk,47.0,17702.0
139,Arkansas,Pope,49.0,12204.0
140,Arkansas,Prairie,51.0,97177.0
141,Arkansas,Pulaski,53.0,18102.0
142,Arkansas,Randolph,55.0,44196.0
143,Arkansas,St. Francis,57.0,22084.0
144,Arkansas,Saline,59.0,33426.0
145,Arkansas,Scott,61.0,13300.0
146,Arkansas,Searcy,63.0,37052.0
147,Arkansas,Sebastian,65.0,13445.0
148,Arkansas,Sevier,67.0,17338.0
149,Arkansas,Sharp,69.0,71565.0
150,Arkansas,Stone,71.0,26141.0
151,Arkansas,Union,73.0,6996.0
152,Arkansas,Van Buren,75.0,16779.0
153,Arkansas,Washington,77.0,9650.0
154,Arkansas,White,79.0,13820.0
155,Arkansas,Woodruff,81.0,12472.0
156,Arkansas,Yell,83.0,21714.0
157,Arkansas,Alameda,85.0,71645.0
158,Arkansas,Alpine,87.0,15767.0
159,Arkansas,Amador,89.0,16185.0
160,Arkansas,Butte,91.0,43908.0
161,Arkansas,Calaveras,93.0,43738.0
162,Arkansas,Colusa,95.0,7399.0
163,Arkansas,Contra Costa,97.0,8970.0
164,Arkansas,Del Norte,99.0,8558.0
165,Arkansas,El Dorado,101.0,7913.0
166,Arkansas,Fresno,103.0,24358.0
167,Arkansas,Glenn,105.0,10189.0
168,Arkansas,Humboldt,107.0,19513.0
169,Arkansas,Imperial,109.0,10824.0
170,Arkansas,Inyo,111.0,24040.0
171,Arkansas,Kern,113.0,20216.0
172,Arkansas,Kings,115.0,63390.0
173,Arkansas,Lake,117.0,8291.0
174,Arkansas,Lassen,119.0,392664.0
175,Arkansas,Los Angeles,121.0,17469.0
176,Arkansas,Madera,123.0,26589.0
177,Arkansas,Marin,125.0,117460.0
178,Arkansas,Mariposa,127.0,10513.0
179,Arkansas,Mendocino,129.0,7869.0
180,Arkansas,Merced,131.0,127780.0
181,Arkansas,Modoc,133.0,17290.0
182,Arkansas,Mono,135.0,16912.0
183,Arkansas,Monterey,137.0,12456.0
184,Arkansas,Napa,139.0,40144.0
185,Arkansas,Nevada,141.0,16771.0
186,Arkansas,Orange,143.0,225477.0
187,Arkansas,Placer,145.0,79161.0
188,Arkansas,Plumas,147.0,6741.0
189,Arkansas,Riverside,149.0,21713.0
191,California,San Benito,1.0,1638215.0
192,California,San Bernardino,3.0,1110.0
193,California,San Diego,5.0,37001.0
194,California,San Francisco,7.0,225411.0
195,California,San Joaquin,9.0,44828.0
196,California,San Luis Obispo,11.0,21482.0
197,California,San Mateo,13.0,1126745.0
198,California,Santa Barbara,15.0,27254.0
199,California,Santa Clara,17.0,184452.0
200,California,Santa Cruz,19.0,974861.0
201,California,Shasta,21.0,28017.0
202,California,Sierra,23.0,135727.0
203,California,Siskiyou,25.0,180191.0
204,California,Solano,27.0,18260.0
205,California,Sonoma,29.0,882176.0
206,California,Stanislaus,31.0,150965.0
207,California,Sutter,33.0,64591.0
208,California,Tehama,35.0,31345.0
209,California,Trinity,37.0,10170292.0
210,California,Tulare,39.0,154998.0
211,California,Tuolumne,41.0,261221.0
212,California,Ventura,43.0,17531.0
213,California,Yolo,45.0,87649.0
214,California,Yuba,47.0,268455.0
215,California,Adams,49.0,8965.0
216,California,Alamosa,51.0,13909.0
217,California,Arapahoe,53.0,433898.0
218,California,Archuleta,55.0,142456.0
219,California,Baca,57.0,98877.0
220,California,Bent,59.0,3169776.0
221,California,Boulder,61.0,375391.0
222,California,Broomfield,63.0,18409.0
223,California,Chaffee,65.0,2361026.0
224,California,Cheyenne,67.0,1501335.0
225,California,Clear Creek,69.0,58792.0
226,California,Conejos,71.0,2128133.0
227,California,Costilla,73.0,3299521.0
228,California,Crowley,75.0,864816.0
229,California,Custer,77.0,726106.0
230,California,Delta,79.0,281401.0
231,California,Denver,81.0,765135.0
232,California,Dolores,83.0,444769.0
233,California,Douglas,85.0,1918044.0
234,California,Eagle,87.0,274146.0
235,California,Elbert,89.0,179533.0
236,California,El Paso,91.0,2967.0
237,California,Fremont,93.0,43554.0
238,California,Garfield,95.0,436092.0
239,California,Gilpin,97.0,502146.0
240,California,Grand,99.0,538388.0
241,California,Gunnison,101.0,96463.0
242,California,Hinsdale,103.0,63308.0
243,California,Huerfano,105.0,13069.0
244,California,Jackson,107.0,459863.0
245,California,Jefferson,109.0,53709.0
246,California,Kiowa,111.0,850536.0
247,California,Kit Carson,113.0,213016.0
248,California,Lake,115.0,74492.0
250,Colorado,Larimer,1.0,491337.0
251,Colorado,Las Animas,3.0,16496.0
252,Colorado,Lincoln,5.0,631096.0
253,Colorado,Logan,7.0,12352.0
254,Colorado,Mesa,9.0,3615.0
255,Colorado,Mineral,11.0,5830.0
256,Colorado,Moffat,13.0,319372.0
257,Colorado,Montezuma,14.0,65065.0
258,Colorado,Montrose,15.0,18658.0
259,Colorado,Morgan,17.0,1829.0
260,Colorado,Otero,19.0,9303.0
261,Colorado,Ouray,21.0,8130.0
262,Colorado,Park,23.0,3584.0
263,Colorado,Phillips,25.0,5562.0
264,Colorado,Pitkin,27.0,4445.0
265,Colorado,Prowers,29.0,29979.0
266,Colorado,Pueblo,31.0,682545.0
267,Colorado,Rio Blanco,33.0,1978.0
268,Colorado,Rio Grande,35.0,322387.0
269,Colorado,Routt,37.0,53605.0
270,Colorado,Saguache,39.0,24735.0
271,Colorado,San Juan,41.0,674471.0
272,Colorado,San Miguel,43.0,46692.0
273,Colorado,Sedgwick,45.0,58095.0
274,Colorado,Summit,47.0,5828.0
275,Colorado,Teller,49.0,14615.0
276,Colorado,Washington,51.0,16067.0
277,Colorado,Weld,53.0,774.0
278,Colorado,Yuma,55.0,6492.0
279,Colorado,Fairfield,57.0,1356.0
280,Colorado,Hartford,59.0,565524.0
281,Colorado,Litchfield,61.0,1423.0
282,Colorado,Middlesex,63.0,7758.0
283,Colorado,New Haven,65.0,7485.0
284,Colorado,New London,67.0,54688.0
285,Colorado,Tolland,69.0,333577.0
286,Colorado,Windham,71.0,14058.0
287,Colorado,Kent,73.0,5557.0
288,Colorado,New Castle,75.0,22036.0
289,Colorado,Sussex,77.0,148513.0
290,Colorado,Alachua,79.0,726.0
291,Colorado,Baker,81.0,12937.0
292,Colorado,Bay,83.0,26168.0
293,Colorado,Bradford,85.0,40946.0
294,Colorado,Brevard,87.0,28360.0
295,Colorado,Broward,89.0,18343.0
296,Colorado,Calhoun,91.0,4691.0
297,Colorado,Charlotte,93.0,16510.0
298,Colorado,Citrus,95.0,4349.0
299,Colorado,Clay,97.0,17787.0
300,Colorado,Collier,99.0,11954.0
301,Colorado,Columbia,101.0,163591.0
302,Colorado,DeSoto,103.0,6571.0
303,Colorado,Dixie,105.0,11543.0
304,Colorado,Duval,107.0,24130.0
305,Colorado,Escambia,109.0,6251.0
306,Colorado,Flagler,111.0,701.0
307,Colorado,Franklin,113.0,7879.0
308,Colorado,Gadsden,115.0,2399.0
309,Colorado,Gilchrist,117.0,30257.0
310,Colorado,Glades,119.0,23385.0
311,Colorado,Gulf,121.0,4864.0
312,Colorado,Hamilton,123.0,285174.0
313,Colorado,Hardee,125.0,10146.0
315,Connecticut,Hernando,1.0,948053.0
316,Connecticut,Highlands,3.0,895841.0
317,Connecticut,Hillsborough,5.0,183603.0
318,Connecticut,Holmes,7.0,164063.0
319,Connecticut,Indian River,9.0,859470.0
320,Connecticut,Jackson,11.0,271863.0
321,Connecticut,Jefferson,13.0,151420.0
322,Connecticut,Lafayette,15.0,116573.0
324,Delaware,Lee,1.0,173533.0
325,Delaware,Leon,3.0,556779.0
326,Delaware,Levy,5.0,215622.0
330,Florida,Marion,1.0,259964.0
331,Florida,Martin,3.0,27420.0
332,Florida,Miami-Dade,5.0,181635.0
333,Florida,Monroe,7.0,26928.0
334,Florida,Nassau,9.0,568088.0
335,Florida,Okaloosa,11.0,1896425.0
336,Florida,Okeechobee,13.0,14462.0
337,Florida,Orange,15.0,173115.0
338,Florida,Osceola,17.0,141058.0
339,Florida,Palm Beach,19.0,203967.0
340,Florida,Pasco,21.0,357305.0
341,Florida,Pinellas,23.0,68348.0
342,Florida,Polk,27.0,35458.0
343,Florida,Putnam,29.0,16203.0
344,Florida,St. Johns,31.0,913010.0
345,Florida,St. Lucie,33.0,311003.0
346,Florida,Santa Rosa,35.0,105392.0
347,Florida,Sarasota,37.0,11761.0
348,Florida,Seminole,39.0,46036.0
349,Florida,Sumter,41.0,17199.0
350,Florida,Suwannee,43.0,13670.0
351,Florida,Taylor,45.0,15871.0
352,Florida,Union,47.0,14295.0
353,Florida,Volusia,49.0,27502.0
354,Florida,Wakulla,51.0,39119.0
355,Florida,Walton,53.0,178439.0
356,Florida,Washington,55.0,99491.0
357,Florida,Appling,57.0,1349050.0
358,Florida,Atkinson,59.0,19324.0
359,Florida,Bacon,61.0,147919.0
360,Florida,Baker,63.0,48599.0
361,Florida,Baldwin,65.0,14081.0
362,Florida,Banks,67.0,8663.0
363,Florida,Barrow,69.0,325875.0
364,Florida,Bartow,71.0,701982.0
365,Florida,Ben Hill,73.0,286272.0
366,Florida,Berrien,75.0,39832.0
367,Florida,Bibb,77.0,8331.0
368,Florida,Bleckley,79.0,18408.0
369,Florida,Brantley,81.0,363369.0
370,Florida,Brooks,83.0,343254.0
371,Florida,Bryan,85.0,156283.0
372,Florida,Bulloch,86.0,2693117.0
373,Florida,Burke,87.0,77482.0
374,Florida,Butts,89.0,78444.0
375,Florida,Calhoun,91.0,198664.0
376,Florida,Camden,93.0,39469.0
377,Florida,Candler,95.0,1288126.0
378,Florida,Carroll,97.0,323993.0
379,Florida,Catoosa,99.0,1422789.0
380,Florida,Charlton,101.0,497909.0
381,Florida,Chatham,103.0,949827.0
382,Florida,Chattahoochee,105.0,650092.0
383,Florida,Chattooga,107.0,72023.0
384,Florida,Cherokee,109.0,226640.0
385,Florida,Clarke,111.0,298563.0
386,Florida,Clay,113.0,167040.0
387,Florida,Clayton,115.0,405549.0
388,Florida,Clinch,117.0,449144.0
389,Florida,Cobb,119.0,118891.0
390,Florida,Coffee,121.0,43760.0
391,Florida,Colquitt,123.0,22493.0
392,Florida,Columbia,125.0,15234.0
393,Florida,Cook,127.0,517887.0
394,Florida,Coweta,129.0,31535.0
395,Florida,Crawford,131.0,63508.0
396,Florida,Crisp,133.0,24687.0
398,Georgia,Dawson,1.0,18454.0
399,Georgia,Decatur,3.0,8398.0
400,Georgia,DeKalb,5.0,11299.0
401,Georgia,Dodge,7.0,3180.0
402,Georgia,Dooly,9.0,45459.0
403,Georgia,Dougherty,11.0,18495.0
404,Georgia,Douglas,13.0,75370.0
405,Georgia,Early,15.0,102747.0
406,Georgia,Echols,17.0,17403.0
407,Georgia,Effingham,19.0,18963.0
408,Georgia,Elbert,21.0,153721.0
409,Georgia,Emanuel,23.0,12243.0
410,Georgia,Evans,25.0,18455.0
411,Georgia,Fannin,27.0,15658.0
412,Georgia,Fayette,29.0,35137.0
413,Georgia,Floyd,31.0,72651.0
414,Georgia,Forsyth,33.0,22745.0
415,Georgia,Franklin,35.0,23593.0
416,Georgia,Fulton,37.0,6479.0
417,Georgia,Gilmer,39.0,52102.0
418,Georgia,Glascock,43.0,10886.0
419,Georgia,Glynn,45.0,114545.0
420,Georgia,Gordon,47.0,66050.0
421,Georgia,Grady,49.0,12965.0
422,Georgia,Greene,51.0,286956.0
423,Georgia,Gwinnett,53.0,11368.0
424,Georgia,Habersham,55.0,24922.0
425,Georgia,Hall,57.0,235900.0
426,Georgia,Hancock,59.0,123912.0
427,Georgia,Haralson,61.0,3141.0
428,Georgia,Harris,63.0,273955.0
429,Georgia,Hart,65.0,6893.0
430,Georgia,Heard,67.0,741334.0
431,Georgia,Henry,69.0,43108.0
432,Georgia,Houston,71.0,45844.0
433,Georgia,Irwin,73.0,144052.0
434,Georgia,Jackson,75.0,17124.0
435,Georgia,Jasper,77.0,138427.0
436,Georgia,Jeff Davis,79.0,12388.0
437,Georgia,Jefferson,81.0,22881.0
438,Georgia,Jenkins,83.0,16264.0
439,Georgia,Johnson,85.0,23312.0
440,Georgia,Jones,87.0,27174.0
441,Georgia,Lamar,89.0,734871.0
442,Georgia,Lanier,91.0,20882.0
443,Georgia,Laurens,93.0,14035.0
444,Georgia,Lee,95.0,91332.0
445,Georgia,Liberty,97.0,140733.0
446,Georgia,Lincoln,99.0,10575.0
447,Georgia,Long,101.0,4040.0
448,Georgia,Lowndes,103.0,57106.0
449,Georgia,Lumpkin,105.0,19364.0
450,Georgia,McDuffie,107.0,22708.0
451,Georgia,McIntosh,109.0,10787.0
452,Georgia,Macon,111.0,24303.0
453,Georgia,Madison,113.0,110714.0
454,Georgia,Marion,115.0,96504.0
455,Georgia,Meriwether,117.0,212438.0
456,Georgia,Miller,119.0,22311.0
457,Georgia,Mitchell,121.0,1010562.0
458,Georgia,Monroe,123.0,29400.0
459,Georgia,Montgomery,125.0,3065.0
460,Georgia,Morgan,127.0,83579.0
461,Georgia,Murray,129.0,56574.0
462,Georgia,Muscogee,131.0,25205.0
463,Georgia,Newton,133.0,16710.0
464,Georgia,Oconee,135.0,895823.0
465,Georgia,Oglethorpe,137.0,43996.0
466,Georgia,Paulding,139.0,193535.0
467,Georgia,Peach,141.0,8551.0
468,Georgia,Pickens,143.0,28854.0
469,Georgia,Pierce,145.0,33381.0
470,Georgia,Pike,147.0,25534.0
471,Georgia,Polk,149.0,11539.0
472,Georgia,Pulaski,151.0,217739.0
473,Georgia,Putnam,153.0,150033.0
474,Georgia,Quitman,155.0,9245.0
475,Georgia,Rabun,157.0,63360.0
476,Georgia,Randolph,159.0,13635.0
477,Georgia,Richmond,161.0,14920.0
478,Georgia,Rockdale,163.0,16106.0
479,Georgia,Schley,165.0,8957.0
480,Georgia,Screven,167.0,9656.0
481,Georgia,Seminole,169.0,28494.0
482,Georgia,Spalding,171.0,18201.0
483,Georgia,Stephens,173.0,10312.0
484,Georgia,Stewart,175.0,47731.0
485,Georgia,Sumter,177.0,29202.0
486,Georgia,Talbot,179.0,62467.0
487,Georgia,Taliaferro,181.0,7673.0
488,Georgia,Tattnall,183.0,17731.0
489,Georgia,Taylor,185.0,112865.0
490,Georgia,Telfair,187.0,31408.0
491,Georgia,Terrell,189.0,21540.0
492,Georgia,Thomas,191.0,13969.0
493,Georgia,Tift,193.0,13632.0
494,Georgia,Toombs,195.0,28441.0
495,Georgia,Towns,197.0,8761.0
496,Georgia,Treutlen,199.0,21190.0
497,Georgia,Troup,201.0,5854.0
498,Georgia,Turner,205.0,22574.0
499,Georgia,Twiggs,207.0,27103.0
500,Georgia,Union,209.0,8951.0
501,Georgia,Upson,211.0,18046.0
502,Georgia,Walker,213.0,39565.0
503,Georgia,Walton,215.0,200579.0
504,Georgia,Ware,217.0,105473.0
505,Georgia,Warren,219.0,35965.0
506,Georgia,Washington,221.0,14871.0
507,Georgia,Wayne,223.0,152238.0
508,Georgia,Webster,225.0,26720.0
509,Georgia,Wheeler,227.0,30309.0
510,Georgia,White,229.0,19103.0
511,Georgia,Whitfield,231.0,17941.0
512,Georgia,Wilcox,233.0,41524.0
513,Georgia,Wilkes,235.0,11396.0
514,Georgia,Wilkinson,237.0,21353.0
515,Georgia,Worth,239.0,2302.0
516,Georgia,Ada,241.0,16281.0
517,Georgia,Adams,243.0,7193.0
518,Georgia,Bannock,245.0,201793.0
519,Georgia,Bear Lake,247.0,88856.0
520,Georgia,Benewah,249.0,5168.0
521,Georgia,Bingham,251.0,14162.0
522,Georgia,Blaine,253.0,8647.0
523,Georgia,Boise,255.0,64051.0
524,Georgia,Bonner,257.0,25586.0
525,Georgia,Bonneville,259.0,5851.0
526,Georgia,Boundary,261.0,30779.0
527,Georgia,Butte,263.0,6337.0
528,Georgia,Camas,265.0,1639.0
529,Georgia,Canyon,267.0,25229.0
530,Georgia,Caribou,269.0,8330.0
531,Georgia,Cassia,271.0,16400.0
532,Georgia,Clark,273.0,9113.0
533,Georgia,Clearwater,275.0,45063.0
534,Georgia,Custer,277.0,40764.0
535,Georgia,Elmore,279.0,27241.0
536,Georgia,Franklin,281.0,11182.0
537,Georgia,Fremont,283.0,6785.0
538,Georgia,Gem,285.0,69763.0
539,Georgia,Gooding,287.0,8214.0
540,Georgia,Idaho,289.0,8390.0
541,Georgia,Jefferson,291.0,22267.0
542,Georgia,Jerome,293.0,26368.0
543,Georgia,Kootenai,295.0,68066.0
544,Georgia,Latah,297.0,88399.0
545,Georgia,Lemhi,299.0,35370.0
546,Georgia,Lewis,301.0,5460.0
547,Georgia,Lincoln,303.0,20816.0
548,Georgia,Madison,305.0,29534.0
549,Georgia,Minidoka,307.0,2648.0
550,Georgia,Nez Perce,309.0,7903.0
551,Georgia,Oneida,311.0,28319.0
552,Georgia,Owyhee,313.0,104216.0
553,Georgia,Payette,315.0,8857.0
554,Georgia,Power,317.0,9867.0
555,Georgia,Shoshone,319.0,9155.0
556,Georgia,Teton,321.0,20699.0
564,Idaho,Brown,1.0,434211.0
565,Idaho,Bureau,3.0,3843.0
566,Idaho,Calhoun,5.0,83744.0
567,Idaho,Carroll,7.0,5922.0
568,Idaho,Cass,9.0,9052.0
569,Idaho,Champaign,11.0,44990.0
570,Idaho,Christian,13.0,21592.0
571,Idaho,Clark,15.0,7058.0
572,Idaho,Clay,17.0,41859.0
573,Idaho,Clinton,19.0,110089.0
574,Idaho,Coles,21.0,11318.0
575,Idaho,Cook,23.0,2501.0
576,Idaho,Crawford,25.0,1066.0
577,Idaho,Cumberland,27.0,207478.0
578,Idaho,DeKalb,29.0,6770.0
579,Idaho,De Witt,31.0,23506.0
580,Idaho,Douglas,33.0,880.0
581,Idaho,DuPage,35.0,8496.0
582,Idaho,Edgar,37.0,4087.0
583,Idaho,Edwards,39.0,25876.0
584,Idaho,Effingham,41.0,13074.0
585,Idaho,Fayette,43.0,12819.0
586,Idaho,Ford,45.0,16852.0
587,Idaho,Franklin,47.0,15284.0
588,Idaho,Fulton,49.0,16272.0
589,Idaho,Gallatin,51.0,27157.0
590,Idaho,Greene,53.0,22814.0
591,Idaho,Grundy,55.0,150346.0
592,Idaho,Hamilton,57.0,38778.0
593,Idaho,Hancock,59.0,7735.0
594,Idaho,Hardin,61.0,3789.0
595,Idaho,Henderson,63.0,5297.0
596,Idaho,Henry,65.0,38273.0
597,Idaho,Iroquois,67.0,20461.0
598,Idaho,Jackson,69.0,40048.0
599,Idaho,Jasper,71.0,4281.0
600,Idaho,Jefferson,73.0,11310.0
601,Idaho,Jersey,75.0,22896.0
602,Idaho,Jo Daviess,77.0,7648.0
603,Idaho,Johnson,79.0,12432.0
604,Idaho,Kane,81.0,10564.0
605,Idaho,Kankakee,83.0,82375.0
606,Idaho,Kendall,85.0,10103.0
607,Idaho,Knox,87.0,9984.0
609,Illinois,LaSalle,1.0,67013.0
610,Illinois,Lawrence,3.0,6780.0
611,Illinois,Lee,5.0,16950.0
612,Illinois,Livingston,7.0,53585.0
613,Illinois,Logan,9.0,6829.0
614,Illinois,McDonough,11.0,33587.0
615,Illinois,McHenry,13.0,4899.0
616,Illinois,McLean,15.0,14616.0
617,Illinois,Macon,17.0,12847.0
618,Illinois,Macoupin,19.0,208861.0
619,Illinois,Madison,21.0,33642.0
620,Illinois,Marion,23.0,15979.0
621,Illinois,Marshall,25.0,13428.0
622,Illinois,Mason,27.0,37786.0
623,Illinois,Massac,29.0,52521.0
624,Illinois,Menard,31.0,5238216.0
625,Illinois,Mercer,33.0,19414.0
626,Illinois,Monroe,35.0,10898.0
627,Illinois,Montgomery,37.0,104352.0
628,Illinois,Morgan,39.0,16247.0
629,Illinois,Moultrie,41.0,19823.0
630,Illinois,Ogle,43.0,933736.0
631,Illinois,Peoria,45.0,17664.0
632,Illinois,Perry,47.0,6534.0
633,Illinois,Piatt,49.0,34371.0
634,Illinois,Pike,51.0,22043.0
635,Illinois,Pope,53.0,13736.0
636,Illinois,Pulaski,55.0,39485.0
637,Illinois,Putnam,57.0,35699.0
638,Illinois,Randolph,59.0,5265.0
639,Illinois,Richland,61.0,13241.0
640,Illinois,Rock Island,63.0,50541.0
641,Illinois,St. Clair,65.0,8200.0
642,Illinois,Saline,67.0,18543.0
643,Illinois,Sangamon,69.0,4135.0
644,Illinois,Schuyler,71.0,6995.0
645,Illinois,Scott,73.0,49489.0
646,Illinois,Shelby,75.0,28672.0
647,Illinois,Stark,77.0,59362.0
648,Illinois,Stephenson,79.0,9607.0
649,Illinois,Tazewell,81.0,38353.0
650,Illinois,Union,83.0,22372.0
651,Illinois,Vermilion,85.0,22086.0
652,Illinois,Wabash,87.0,12762.0
653,Illinois,Warren,89.0,530847.0
654,Illinois,Washington,91.0,110879.0
655,Illinois,Wayne,93.0,123355.0
656,Illinois,White,95.0,51441.0
657,Illinois,Whiteside,97.0,703910.0
658,Illinois,Will,99.0,111333.0
659,Illinois,Williamson,101.0,16491.0
660,Illinois,Winnebago,103.0,34584.0
661,Illinois,Woodford,105.0,36671.0
662,Illinois,Adams,107.0,29494.0
663,Illinois,Allen,109.0,31333.0
664,Illinois,Bartholomew,111.0,307343.0
665,Illinois,Benton,113.0,173166.0
666,Illinois,Blackford,115.0,107303.0
667,Illinois,Boone,117.0,46045.0
668,Illinois,Brown,119.0,266209.0
669,Illinois,Carroll,121.0,38339.0
670,Illinois,Cass,123.0,11982.0
671,Illinois,Clark,125.0,13701.0
672,Illinois,Clay,127.0,14766.0
673,Illinois,Clinton,129.0,12444.0
674,Illinois,Crawford,131.0,15858.0
675,Illinois,Daviess,133.0,33879.0
676,Illinois,Dearborn,135.0,28898.0
677,Illinois,Decatur,137.0,34828.0
678,Illinois,DeKalb,139.0,14931.0
679,Illinois,Delaware,141.0,51659.0
680,Illinois,Dubois,143.0,186221.0
681,Illinois,Elkhart,145.0,21543.0
682,Illinois,Fayette,147.0,16387.0
683,Illinois,Floyd,149.0,15989.0
684,Illinois,Fountain,151.0,4226.0
685,Illinois,Franklin,153.0,5678.0
686,Illinois,Fulton,155.0,5644.0
687,Illinois,Gibson,157.0,32852.0
688,Illinois,Grant,159.0,16029.0
689,Illinois,Greene,161.0,146133.0
690,Illinois,Hamilton,163.0,264052.0
691,Illinois,Hancock,165.0,24548.0
692,Illinois,Harrison,167.0,198712.0
693,Illinois,Hendricks,169.0,7032.0
694,Illinois,Henry,171.0,5092.0
695,Illinois,Howard,173.0,21775.0
696,Illinois,Huntington,175.0,5788.0
697,Illinois,Jackson,177.0,45749.0
698,Illinois,Jasper,179.0,134800.0
699,Illinois,Jay,181.0,17408.0
700,Illinois,Jefferson,183.0,79282.0
701,Illinois,Jennings,185.0,11542.0
702,Illinois,Johnson,187.0,17527.0
703,Illinois,Knox,189.0,14270.0
704,Illinois,Kosciusko,191.0,16423.0
705,Illinois,LaGrange,193.0,14327.0
706,Illinois,Lake,195.0,57079.0
707,Illinois,LaPorte,197.0,687263.0
708,Illinois,Lawrence,199.0,67466.0
709,Illinois,Madison,201.0,287078.0
710,Illinois,Marion,203.0,39227.0
712,Indiana,Martin,1.0,34980.0
713,Indiana,Miami,3.0,368450.0
714,Indiana,Monroe,5.0,81162.0
715,Indiana,Montgomery,7.0,8681.0
716,Indiana,Morgan,9.0,12298.0
717,Indiana,Newton,11.0,63344.0
718,Indiana,Noble,13.0,14977.0
719,Indiana,Ohio,15.0,19856.0
720,Indiana,Orange,17.0,37979.0
