,STNAME,CTYNAME,COUNTY,POPESTIMATE2015
1353,Minnesota,Stevens,31.0,5194.0
1354,Minnesota,Swift,33.0,11549.0
1355,Minnesota,Todd,35.0,63428.0
1356,Minnesota,Traverse,37.0,414686.0
1357,Minnesota,Wabasha,39.0,20364.0
1358,Minnesota,Wadena,41.0,37075.0
1359,Minnesota,Waseca,43.0,14050.0
1360,Minnesota,Washington,45.0,20834.0
1361,Minnesota,Watonwan,47.0,30613.0
1362,Minnesota,Wilkin,49.0,46435.0
1363,Minnesota,Winona,51.0,5903.0
1364,Minnesota,Wright,53.0,1223149.0
1365,Minnesota,Yellow Medicine,55.0,18773.0
1366,Minnesota,Adams,57.0,20655.0
1367,Minnesota,Alcorn,59.0,38429.0
1368,Minnesota,Amite,61.0,45435.0
1369,Minnesota,Attala,63.0,10079.0
1370,Minnesota,Benton,65.0,15837.0
1371,Minnesota,Bolivar,67.0,42542.0
1372,Minnesota,Calhoun,69.0,4424.0
1373,Minnesota,Carroll,71.0,12841.0
1374,Minnesota,Chickasaw,73.0,6856.0
1375,Minnesota,Choctaw,75.0,10631.0
1376,Minnesota,Claiborne,77.0,3923.0
1377,Minnesota,Clarke,79.0,27663.0
1378,Minnesota,Clay,81.0,5771.0
1379,Minnesota,Coahoma,83.0,25673.0
1380,Minnesota,Copiah,85.0,35932.0
1381,Minnesota,Covington,87.0,5457.0
1382,Minnesota,DeSoto,89.0,9423.0
1383,Minnesota,Forrest,91.0,20022.0
1384,Minnesota,Franklin,93.0,23102.0
1385,Minnesota,George,95.0,25788.0
1386,Minnesota,Greene,97.0,32775.0
1387,Minnesota,Grenada,99.0,39116.0
1388,Minnesota,Hancock,101.0,8413.0
1389,Minnesota,Harrison,103.0,33347.0
1390,Minnesota,Hinds,105.0,21770.0
1391,Minnesota,Holmes,107.0,6678.0
1392,Minnesota,Humphreys,109.0,151436.0
1393,Minnesota,Issaquena,111.0,57716.0
1394,Minnesota,Itawamba,113.0,14219.0
1395,Minnesota,Jackson,115.0,29069.0
1396,Minnesota,Jasper,117.0,9271.0
1397,Minnesota,Jefferson,119.0,31533.0
1398,Minnesota,Jefferson Davis,121.0,11041.0
1399,Minnesota,Jones,123.0,538133.0
1400,Minnesota,Kemper,125.0,4055.0
1401,Minnesota,Lafayette,127.0,15471.0
1402,Minnesota,Lamar,129.0,14892.0
1403,Minnesota,Lauderdale,131.0,65400.0
1404,Minnesota,Lawrence,133.0,9600.0
1405,Minnesota,Leake,135.0,15770.0
1406,Minnesota,Lee,137.0,200431.0
1407,Minnesota,Leflore,139.0,141660.0
1408,Minnesota,Lincoln,141.0,91705.0
1409,Minnesota,Lowndes,143.0,14875.0
1410,Minnesota,Madison,145.0,154708.0
1411,Minnesota,Marion,147.0,36755.0
1412,Minnesota,Marshall,149.0,9796.0
1413,Minnesota,Monroe,151.0,9340.0
1414,Minnesota,Montgomery,153.0,24257.0
1415,Minnesota,Neshoba,155.0,3401.0
1416,Minnesota,Newton,157.0,21239.0
1417,Minnesota,Noxubee,159.0,13875.0
1418,Minnesota,Oktibbeha,161.0,18989.0
1419,Minnesota,Panola,163.0,251597.0
1420,Minnesota,Pearl River,165.0,10952.0
1421,Minnesota,Perry,167.0,6396.0
1422,Minnesota,Pike,169.0,50885.0
1423,Minnesota,Pontotoc,171.0,131311.0
1424,Minnesota,Prentiss,173.0,9875.0
1426,Mississippi,Rankin,1.0,31254.0
1427,Mississippi,Scott,3.0,37388.0
1428,Mississippi,Sharkey,5.0,12574.0
1429,Mississippi,Simpson,7.0,19043.0
1430,Mississippi,Smith,9.0,8182.0
1431,Mississippi,Stone,11.0,33322.0
1432,Mississippi,Sunflower,13.0,14717.0
1433,Mississippi,Tallahatchie,15.0,10243.0
1434,Mississippi,Tate,17.0,17328.0
1435,Mississippi,Tippah,19.0,8299.0
1436,Mississippi,Tishomingo,21.0,9150.0
1437,Mississippi,Tunica,23.0,16006.0
1438,Mississippi,Union,25.0,20048.0
1439,Mississippi,Walthall,27.0,24620.0
1440,Mississippi,Warren,29.0,28773.0
1441,Mississippi,Washington,31.0,19543.0
1442,Mississippi,Wayne,33.0,173323.0
1443,Mississippi,Webster,35.0,75944.0
1444,Mississippi,Wilkinson,37.0,7743.0
1445,Mississippi,Winston,39.0,23373.0
1446,Mississippi,Yalobusha,41.0,13522.0
1447,Mississippi,Yazoo,43.0,21578.0
1448,Mississippi,Adair,45.0,46420.0
1449,Mississippi,Andrew,47.0,201410.0
1450,Mississippi,Atchison,49.0,242891.0
1451,Mississippi,Audrain,51.0,18340.0
1452,Mississippi,Barry,53.0,8669.0
1453,Mississippi,Barton,55.0,1337.0
1454,Mississippi,Bates,57.0,23609.0
1455,Mississippi,Benton,59.0,141425.0
1456,Mississippi,Bollinger,61.0,16569.0
1457,Mississippi,Boone,63.0,7507.0
1458,Mississippi,Buchanan,65.0,11665.0
1459,Mississippi,Butler,67.0,68215.0
1460,Mississippi,Caldwell,69.0,9969.0
1461,Mississippi,Callaway,71.0,53154.0
1462,Mississippi,Camden,73.0,60618.0
1463,Mississippi,Cape Girardeau,75.0,78524.0
1464,Mississippi,Carroll,77.0,12622.0
1465,Mississippi,Carter,79.0,22763.0
1466,Mississippi,Cass,81.0,85300.0
1467,Mississippi,Cedar,83.0,30999.0
1468,Mississippi,Chariton,85.0,34649.0
1469,Mississippi,Christian,87.0,59710.0
1470,Mississippi,Clark,89.0,103465.0
1471,Mississippi,Clay,91.0,25563.0
1472,Mississippi,Clinton,93.0,35916.0
1473,Mississippi,Cole,95.0,35827.0
1474,Mississippi,Cooper,97.0,10152.0
1475,Mississippi,Crawford,99.0,29463.0
1476,Mississippi,Dade,101.0,21747.0
1477,Mississippi,Dallas,103.0,11043.0
1478,Mississippi,Daviess,105.0,49800.0
1479,Mississippi,DeKalb,107.0,34167.0
1480,Mississippi,Dent,109.0,55191.0
1481,Mississippi,Douglas,111.0,12277.0
1482,Mississippi,Dunklin,113.0,39956.0
1483,Mississippi,Franklin,115.0,30908.0
1484,Mississippi,Gasconade,117.0,25459.0
1485,Mississippi,Gentry,119.0,7486.0
1486,Mississippi,Greene,121.0,149039.0
1487,Mississippi,Grundy,123.0,28265.0
1488,Mississippi,Harrison,125.0,4585.0
1489,Mississippi,Henry,127.0,27222.0
1490,Mississippi,Hickory,129.0,16059.0
1491,Mississippi,Holt,131.0,18070.0
1492,Mississippi,Howard,133.0,27005.0
1493,Mississippi,Howell,135.0,14588.0
1494,Mississippi,Iron,137.0,28296.0
1495,Mississippi,Jackson,139.0,22131.0
1496,Mississippi,Jasper,141.0,19552.0
1497,Mississippi,Jefferson,143.0,10343.0
1498,Mississippi,Johnson,145.0,28429.0
1499,Mississippi,Knox,147.0,14638.0
1500,Mississippi,Laclede,149.0,47485.0
1501,Mississippi,Lafayette,151.0,48130.0
1502,Mississippi,Lawrence,153.0,20566.0
1503,Mississippi,Lewis,155.0,9899.0
1504,Mississippi,Lincoln,157.0,9122.0
1505,Mississippi,Linn,159.0,18317.0
1506,Mississippi,Livingston,161.0,12447.0
1507,Mississippi,McDonald,163.0,27387.0
1509,Missouri,Madison,1.0,25378.0
1510,Missouri,Maries,3.0,17296.0
1511,Missouri,Marion,5.0,5306.0
1512,Missouri,Mercer,7.0,26096.0
1513,Missouri,Miller,9.0,35829.0
1514,Missouri,Mississippi,11.0,11880.0
1515,Missouri,Moniteau,13.0,16446.0
1516,Missouri,Monroe,15.0,18670.0
1517,Missouri,Montgomery,17.0,12182.0
1518,Missouri,Morgan,19.0,174974.0
1519,Missouri,New Madrid,21.0,89100.0
1520,Missouri,Newton,23.0,42951.0
1521,Missouri,Nodaway,25.0,9014.0
1522,Missouri,Oregon,27.0,44834.0
1523,Missouri,Osage,29.0,44237.0
1524,Missouri,Ozark,31.0,78572.0
1525,Missouri,Pemiscot,33.0,8992.0
1526,Missouri,Perry,35.0,6263.0
1527,Missouri,Pettis,37.0,101603.0
1528,Missouri,Phelps,39.0,13934.0
1529,Missouri,Pike,41.0,7589.0
1530,Missouri,Platte,43.0,83279.0
1531,Missouri,Polk,45.0,6801.0
1532,Missouri,Pulaski,47.0,235637.0
1533,Missouri,Putnam,49.0,20609.0
1534,Missouri,Ralls,51.0,76720.0
1535,Missouri,Randolph,53.0,17642.0
1536,Missouri,Ray,55.0,24526.0
1537,Missouri,Reynolds,57.0,7595.0
1538,Missouri,Ripley,59.0,16393.0
1539,Missouri,St. Charles,61.0,8253.0
1540,Missouri,St. Clair,63.0,12687.0
1541,Missouri,Ste. Genevieve,65.0,15593.0
1542,Missouri,St. Francois,67.0,13373.0
1543,Missouri,St. Louis,69.0,30895.0
1544,Missouri,Saline,71.0,102426.0
1545,Missouri,Schuyler,73.0,14858.0
1546,Missouri,Scotland,75.0,6692.0
1547,Missouri,Scott,77.0,288072.0
1548,Missouri,Shannon,79.0,10097.0
1549,Missouri,Shelby,81.0,8615.0
1550,Missouri,Stoddard,83.0,21737.0
1551,Missouri,Stone,85.0,9201.0
1552,Missouri,Sullivan,87.0,4484.0
1553,Missouri,Taney,89.0,10139.0
1554,Missouri,Texas,91.0,40117.0
1555,Missouri,Vernon,93.0,10125.0
1556,Missouri,Warren,95.0,687623.0
1557,Missouri,Washington,97.0,118596.0
1558,Missouri,Wayne,99.0,224124.0
1559,Missouri,Webster,101.0,53951.0
1560,Missouri,Worth,103.0,3910.0
1561,Missouri,Wright,105.0,35473.0
1562,Missouri,St. Louis city,107.0,32701.0
1563,Missouri,Beaverhead,109.0,38180.0
1564,Missouri,Big Horn,111.0,10207.0
1565,Missouri,Blaine,113.0,54696.0
1566,Missouri,Broadwater,115.0,12308.0
1567,Missouri,Carbon,117.0,15028.0
1568,Missouri,Carter,119.0,22643.0
1569,Missouri,Cascade,121.0,15335.0
1570,Missouri,Chouteau,123.0,12408.0
1571,Missouri,Custer,125.0,8963.0
1572,Missouri,Daniels,127.0,28880.0
1573,Missouri,Dawson,129.0,3694.0
1574,Missouri,Deer Lodge,131.0,25113.0
1575,Missouri,Fallon,133.0,14036.0
1576,Missouri,Fergus,135.0,15963.0
1577,Missouri,Flathead,137.0,8583.0
1578,Missouri,Gallatin,139.0,11703.0
1579,Missouri,Garfield,141.0,20171.0
1580,Missouri,Glacier,143.0,18208.0
1581,Missouri,Golden Valley,145.0,58615.0
1582,Missouri,Granite,147.0,22810.0
1583,Missouri,Hill,149.0,10953.0
1584,Missouri,Jefferson,151.0,13628.0
1585,Missouri,Judith Basin,153.0,9409.0
1586,Missouri,Lake,155.0,17482.0
1587,Missouri,Lewis and Clark,157.0,19183.0
1588,Missouri,Liberty,159.0,42255.0
1589,Missouri,Lincoln,161.0,44794.0
1590,Missouri,McCone,163.0,18348.0
1591,Missouri,Madison,165.0,96096.0
1592,Missouri,Meagher,167.0,31229.0
1593,Missouri,Mineral,169.0,53221.0
1594,Missouri,Missoula,171.0,4858.0
1595,Missouri,Musselshell,173.0,10196.0
1596,Missouri,Park,175.0,25104.0
1597,Missouri,Petroleum,177.0,22810.0
1598,Missouri,Phillips,179.0,6432.0
1599,Missouri,Pondera,181.0,13802.0
1600,Missouri,Powder River,183.0,385590.0
1601,Missouri,Powell,185.0,9440.0
1602,Missouri,Prairie,186.0,17919.0
1603,Missouri,Ravalli,187.0,66520.0
1604,Missouri,Richland,189.0,1003362.0
1605,Missouri,Roosevelt,195.0,23258.0
1606,Missouri,Rosebud,197.0,4436.0
1607,Missouri,Sanders,199.0,4854.0
1608,Missouri,Sheridan,201.0,39008.0
1609,Missouri,Silver Bow,203.0,8258.0
1610,Missouri,Stillwater,205.0,6128.0
1611,Missouri,Sweet Grass,207.0,29862.0
1612,Missouri,Teton,209.0,30943.0
1613,Missouri,Toole,211.0,6353.0
1614,Missouri,Treasure,213.0,54592.0
1615,Missouri,Valley,215.0,25690.0
1616,Missouri,Wheatland,217.0,20826.0
1617,Missouri,Wibaux,219.0,33513.0
1618,Missouri,Yellowstone,221.0,24788.0
1619,Missouri,Adams,223.0,13405.0
1620,Missouri,Antelope,225.0,37483.0
1621,Missouri,Arthur,227.0,2057.0
1622,Missouri,Banner,229.0,18268.0
1623,Missouri,Blaine,510.0,315685.0
1625,Montana,Box Butte,1.0,9300.0
1626,Montana,Boyd,3.0,13242.0
1627,Montana,Brown,5.0,6577.0
1628,Montana,Buffalo,7.0,5689.0
1629,Montana,Burt,9.0,10408.0
1630,Montana,Butler,11.0,1180.0
1631,Montana,Cass,13.0,82278.0
1632,Montana,Cedar,15.0,5767.0
1633,Montana,Chase,17.0,12135.0
1634,Montana,Cherry,19.0,1760.0
1635,Montana,Cheyenne,21.0,9625.0
1636,Montana,Clay,23.0,9139.0
1637,Montana,Colfax,25.0,3190.0
1638,Montana,Cuming,27.0,11427.0
1639,Montana,Custer,29.0,96165.0
1640,Montana,Dakota,31.0,100739.0
1641,Montana,Dawes,33.0,1314.0
1642,Montana,Dawson,35.0,13647.0
1643,Montana,Deuel,37.0,827.0
1644,Montana,Dixon,39.0,3240.0
1645,Montana,Dodge,41.0,16572.0
1646,Montana,Douglas,43.0,11645.0
1647,Montana,Dundy,45.0,1926.0
1648,Montana,Fillmore,47.0,29457.0
1649,Montana,Franklin,49.0,66418.0
1650,Montana,Frontier,51.0,2408.0
1651,Montana,Furnas,53.0,19052.0
1652,Montana,Gage,55.0,1683.0
1653,Montana,Garden,57.0,7915.0
1654,Montana,Garfield,59.0,1830.0
1655,Montana,Gosper,61.0,4251.0
1656,Montana,Grant,63.0,114181.0
1657,Montana,Greeley,65.0,4582.0
1658,Montana,Hall,67.0,15972.0
1659,Montana,Hamilton,69.0,475.0
1660,Montana,Harlan,71.0,4169.0
1661,Montana,Hayes,73.0,6184.0
1662,Montana,Hitchcock,75.0,1773.0
1663,Montana,Holt,77.0,6840.0
1664,Montana,Hooker,79.0,1160.0
1665,Montana,Howard,81.0,41373.0
1666,Montana,Jefferson,83.0,11960.0
1667,Montana,Johnson,85.0,11476.0
1668,Montana,Kearney,87.0,9398.0
1669,Montana,Keith,89.0,11336.0
1670,Montana,Keya Paha,91.0,3687.0
1671,Montana,Kimball,93.0,34622.0
1672,Montana,Knox,95.0,9486.0
1673,Montana,Lancaster,97.0,3634.0
1674,Montana,Lincoln,99.0,6104.0
1675,Montana,Logan,101.0,5087.0
1676,Montana,Loup,103.0,697.0
1677,Montana,McPherson,105.0,7659.0
1678,Montana,Madison,107.0,2110.0
1679,Montana,Merrick,109.0,1130.0
1680,Montana,Morrill,111.0,157048.0
1682,Nebraska,Nemaha,1.0,31587.0
1683,Nebraska,Nuckolls,3.0,6414.0
1684,Nebraska,Otoe,5.0,456.0
1685,Nebraska,Pawnee,7.0,788.0
1686,Nebraska,Perkins,9.0,487.0
1687,Nebraska,Phelps,11.0,5315.0
1688,Nebraska,Pierce,13.0,11337.0
1689,Nebraska,Platte,15.0,2006.0
1690,Nebraska,Polk,17.0,2946.0
1691,Nebraska,Red Willow,19.0,48863.0
1692,Nebraska,Richardson,21.0,6585.0
1693,Nebraska,Rock,23.0,8115.0
1694,Nebraska,Saline,25.0,25512.0
1695,Nebraska,Sarpy,27.0,8564.0
1696,Nebraska,Saunders,29.0,3956.0
1697,Nebraska,Scotts Bluff,31.0,5848.0
1698,Nebraska,Seward,33.0,10167.0
1699,Nebraska,Sheridan,35.0,6309.0
1700,Nebraska,Sherman,37.0,10520.0
1701,Nebraska,Sioux,39.0,9125.0
1702,Nebraska,Stanton,41.0,10806.0
1703,Nebraska,Thayer,43.0,20781.0
1704,Nebraska,Thomas,45.0,9055.0
1705,Nebraska,Thurston,47.0,23886.0
1706,Nebraska,Valley,49.0,1921.0
1707,Nebraska,Washington,51.0,5797.0
1708,Nebraska,Wayne,53.0,36706.0
1709,Nebraska,Webster,55.0,550064.0
1710,Nebraska,Wheeler,57.0,1799.0
1711,Nebraska,York,59.0,5619.0
1712,Nebraska,Churchill,61.0,2985.0
1713,Nebraska,Clark,63.0,2624.0
1714,Nebraska,Douglas,65.0,4862.0
1715,Nebraska,Elko,67.0,21900.0
1716,Nebraska,Esmeralda,69.0,1918.0
1717,Nebraska,Eureka,71.0,2028.0
1718,Nebraska,Humboldt,73.0,1973.0
1719,Nebraska,Lander,75.0,641.0
1720,Nebraska,Lincoln,77.0,2429.0
1721,Nebraska,Lyon,79.0,61680.0
1722,Nebraska,Mineral,81.0,9190.0
1723,Nebraska,Nye,83.0,3452.0
1724,Nebraska,Pershing,85.0,932.0
1725,Nebraska,Storey,87.0,2883.0
1726,Nebraska,Washoe,89.0,10313.0
1727,Nebraska,White Pine,91.0,732.0
1728,Nebraska,Carson City,93.0,6409.0
1729,Nebraska,Belknap,95.0,7263.0
1730,Nebraska,Carroll,97.0,5173.0
1731,Nebraska,Cheshire,99.0,6585.0
1732,Nebraska,Coos,101.0,8063.0
1733,Nebraska,Grafton,103.0,804.0
1734,Nebraska,Hillsborough,105.0,3689.0
1735,Nebraska,Merrimack,107.0,8543.0
1736,Nebraska,Rockingham,109.0,306468.0
1737,Nebraska,Strafford,111.0,35656.0
1738,Nebraska,Sullivan,113.0,777.0
1739,Nebraska,Atlantic,115.0,585.0
1740,Nebraska,Bergen,117.0,475.0
1741,Nebraska,Burlington,119.0,35039.0
1742,Nebraska,Camden,121.0,7787.0
1743,Nebraska,Cape May,123.0,4854.0
1744,Nebraska,Cumberland,125.0,3595.0
1745,Nebraska,Essex,127.0,7046.0
1746,Nebraska,Gloucester,129.0,4329.0
1747,Nebraska,Hudson,131.0,15984.0
1748,Nebraska,Hunterdon,133.0,2659.0
1749,Nebraska,Mercer,135.0,2944.0
1750,Nebraska,Middlesex,137.0,9296.0
1751,Nebraska,Monmouth,139.0,7208.0
1752,Nebraska,Morris,141.0,32847.0
1753,Nebraska,Ocean,143.0,5202.0
1754,Nebraska,Passaic,145.0,10829.0
1755,Nebraska,Salem,147.0,8094.0
1756,Nebraska,Somerset,149.0,1381.0
1757,Nebraska,Sussex,151.0,14282.0
1758,Nebraska,Union,153.0,175692.0
1759,Nebraska,Warren,155.0,21016.0
1760,Nebraska,Bernalillo,157.0,36261.0
1761,Nebraska,Catron,159.0,17110.0
1762,Nebraska,Chaves,161.0,5220.0
1763,Nebraska,Cibola,163.0,3091.0
1764,Nebraska,Colfax,165.0,1260.0
1765,Nebraska,Curry,167.0,5937.0
1766,Nebraska,De Baca,169.0,5163.0
1767,Nebraska,Do–a Ana,171.0,684.0
1768,Nebraska,Eddy,173.0,7064.0
1769,Nebraska,Grant,175.0,4154.0
1770,Nebraska,Guadalupe,177.0,20248.0
1771,Nebraska,Harding,179.0,9367.0
1772,Nebraska,Hidalgo,181.0,3625.0
1773,Nebraska,Lea,183.0,750.0
1774,Nebraska,Lincoln,185.0,13806.0
1776,Nevada,Luna,1.0,24200.0
1777,Nevada,McKinley,3.0,2114801.0
1778,Nevada,Mora,5.0,47710.0
1779,Nevada,Otero,7.0,51935.0
1780,Nevada,Quay,9.0,829.0
1781,Nevada,Rio Arriba,11.0,2016.0
1782,Nevada,Roosevelt,13.0,17019.0
1783,Nevada,Sandoval,15.0,5903.0
1784,Nevada,San Juan,17.0,5036.0
1785,Nevada,San Miguel,19.0,52585.0
1786,Nevada,Santa Fe,21.0,4478.0
1787,Nevada,Sierra,23.0,42477.0
1788,Nevada,Socorro,27.0,6634.0
1789,Nevada,Taos,29.0,3987.0
1790,Nevada,Torrance,31.0,446903.0
1791,Nevada,Union,33.0,9811.0
1792,Nevada,Valencia,510.0,54521.0
1794,New Hampshire,Allegany,1.0,60641.0
1795,New Hampshire,Bronx,3.0,47285.0
1796,New Hampshire,Broome,5.0,75909.0
1797,New Hampshire,Cattaraugus,7.0,31212.0
1798,New Hampshire,Cayuga,9.0,89320.0
1799,New Hampshire,Chautauqua,11.0,406678.0
1800,New Hampshire,Chemung,13.0,147994.0
1801,New Hampshire,Chenango,15.0,301777.0
1802,New Hampshire,Clinton,17.0,126825.0
1803,New Hampshire,Columbia,19.0,42967.0
1805,New Jersey,Delaware,1.0,274219.0
1806,New Jersey,Dutchess,3.0,938506.0
1807,New Jersey,Erie,5.0,450226.0
1808,New Jersey,Essex,7.0,510923.0
1809,New Jersey,Franklin,9.0,94727.0
1810,New Jersey,Fulton,11.0,155854.0
1811,New Jersey,Genesee,13.0,797434.0
1812,New Jersey,Greene,15.0,291479.0
1813,New Jersey,Hamilton,17.0,674836.0
1814,New Jersey,Herkimer,19.0,125488.0
1815,New Jersey,Jefferson,21.0,371398.0
1816,New Jersey,Kings,23.0,840900.0
1817,New Jersey,Lewis,25.0,628715.0
1818,New Jersey,Livingston,27.0,499509.0
1819,New Jersey,Madison,29.0,588721.0
1820,New Jersey,Monroe,31.0,510916.0
1821,New Jersey,Montgomery,33.0,64180.0
1822,New Jersey,Nassau,35.0,333654.0
1823,New Jersey,New York,37.0,143673.0
1824,New Jersey,Niagara,39.0,555786.0
1825,New Jersey,Oneida,41.0,106869.0
1827,New Mexico,Ontario,1.0,676685.0
1828,New Mexico,Orange,3.0,3456.0
1829,New Mexico,Orleans,5.0,65764.0
1830,New Mexico,Oswego,6.0,27329.0
1831,New Mexico,Otsego,7.0,12414.0
1832,New Mexico,Putnam,9.0,50398.0
1833,New Mexico,Queens,11.0,1828.0
1834,New Mexico,Rensselaer,13.0,214295.0
1835,New Mexico,Richmond,15.0,57578.0
1836,New Mexico,Rockland,17.0,28609.0
1837,New Mexico,St. Lawrence,19.0,4371.0
1838,New Mexico,Saratoga,21.0,698.0
1839,New Mexico,Schenectady,23.0,4423.0
1840,New Mexico,Schoharie,25.0,71180.0
1841,New Mexico,Schuyler,27.0,19420.0
1842,New Mexico,Seneca,28.0,17785.0
1843,New Mexico,Steuben,29.0,24518.0
1844,New Mexico,Suffolk,31.0,76708.0
1845,New Mexico,Sullivan,33.0,4596.0
1846,New Mexico,Tioga,35.0,64362.0
1847,New Mexico,Tompkins,37.0,8455.0
1848,New Mexico,Ulster,39.0,39465.0
1849,New Mexico,Warren,41.0,19120.0
1850,New Mexico,Washington,43.0,139394.0
1851,New Mexico,Wayne,45.0,118737.0
1852,New Mexico,Westchester,47.0,27967.0
1853,New Mexico,Wyoming,49.0,148686.0
1854,New Mexico,Yates,51.0,11282.0
1855,New Mexico,Alamance,53.0,17256.0
1856,New Mexico,Alexander,55.0,32907.0
1857,New Mexico,Alleghany,57.0,15485.0
1858,New Mexico,Anson,59.0,4201.0
1859,New Mexico,Ashe,61.0,75737.0
1861,New York,Beaufort,1.0,309381.0
1862,New York,Bertie,3.0,47462.0
1863,New York,Bladen,5.0,1455444.0
1864,New York,Brunswick,7.0,196567.0
1865,New York,Buncombe,9.0,77922.0
1866,New York,Burke,11.0,78288.0
1867,New York,Cabarrus,13.0,130779.0
1868,New York,Caldwell,15.0,87071.0
1869,New York,Camden,17.0,48844.0
1870,New York,Carteret,19.0,81251.0
1871,New York,Caswell,21.0,61509.0
1872,New York,Catawba,23.0,48494.0
1873,New York,Chatham,25.0,46053.0
1874,New York,Cherokee,27.0,295754.0
1875,New York,Chowan,29.0,922578.0
1876,New York,Clay,31.0,38478.0
1877,New York,Cleveland,33.0,50660.0
1878,New York,Columbus,35.0,53992.0
1879,New York,Craven,37.0,58937.0
1880,New York,Cumberland,39.0,47625.0
1881,New York,Currituck,41.0,4712.0
1882,New York,Dare,43.0,63100.0
1883,New York,Davidson,45.0,117635.0
1884,New York,Davie,47.0,2636735.0
1885,New York,Duplin,49.0,26957.0
1886,New York,Durham,51.0,64717.0
1887,New York,Edgecombe,53.0,71849.0
1888,New York,Forsyth,55.0,749600.0
1889,New York,Franklin,57.0,49642.0
1890,New York,Gaston,59.0,1361350.0
1891,New York,Gates,61.0,1644518.0
1892,New York,Graham,63.0,212652.0
1893,New York,Granville,65.0,232500.0
1894,New York,Greene,67.0,468463.0
1895,New York,Guilford,69.0,109561.0
1896,New York,Halifax,71.0,377647.0
1897,New York,Harnett,73.0,41582.0
1898,New York,Haywood,75.0,120146.0
1899,New York,Henderson,77.0,60636.0
1900,New York,Hertford,79.0,99042.0
1901,New York,Hoke,81.0,2339150.0
1902,New York,Hyde,83.0,160266.0
1903,New York,Iredell,85.0,474558.0
1904,New York,Jackson,87.0,326037.0
1905,New York,Johnston,89.0,111007.0
1906,New York,Jones,91.0,226249.0
1907,New York,Lee,93.0,154604.0
1908,New York,Lenoir,95.0,31330.0
1909,New York,Lincoln,97.0,18186.0
1910,New York,McDowell,99.0,34833.0
1911,New York,Macon,101.0,97631.0
1912,New York,Madison,103.0,1501587.0
1913,New York,Martin,105.0,74877.0
1914,New York,Mecklenburg,107.0,49453.0
1915,New York,Mitchell,109.0,104926.0
1916,New York,Montgomery,111.0,180143.0
1917,New York,Moore,113.0,64688.0
1918,New York,Nash,115.0,62230.0
1919,New York,New Hanover,117.0,91446.0
1920,New York,Northampton,119.0,976396.0
1921,New York,Onslow,121.0,41013.0
1922,New York,Orange,123.0,25048.0
1924,North Carolina,Pasquotank,1.0,158276.0
1925,North Carolina,Pender,3.0,37325.0
1926,North Carolina,Perquimans,5.0,10837.0
1927,North Carolina,Person,7.0,25759.0
1928,North Carolina,Pitt,9.0,27020.0
1929,North Carolina,Polk,11.0,17689.0
1930,North Carolina,Randolph,13.0,47651.0
1931,North Carolina,Richmond,15.0,20199.0
1932,North Carolina,Robeson,17.0,34318.0
1933,North Carolina,Rockingham,19.0,122765.0
1934,North Carolina,Rowan,21.0,253178.0
1935,North Carolina,Rutherford,23.0,88842.0
1936,North Carolina,Sampson,25.0,196762.0
1937,North Carolina,Scotland,27.0,81287.0
1938,North Carolina,Stanly,29.0,10309.0
1939,North Carolina,Stokes,31.0,68879.0
1940,North Carolina,Surry,33.0,22941.0
1941,North Carolina,Swain,35.0,155056.0
1942,North Carolina,Transylvania,37.0,70928.0
1943,North Carolina,Tyrrell,39.0,27178.0
1944,North Carolina,Union,41.0,14394.0
1945,North Carolina,Vance,43.0,10703.0
1946,North Carolina,Wake,45.0,96879.0
1947,North Carolina,Warren,47.0,56694.0
1948,North Carolina,Washington,49.0,103451.0
1949,North Carolina,Watauga,51.0,323838.0
1950,North Carolina,Wayne,53.0,25263.0
1951,North Carolina,Wilkes,55.0,35663.0
1952,North Carolina,Wilson,57.0,164622.0
1953,North Carolina,Yadkin,59.0,41753.0
1954,North Carolina,Yancey,61.0,59159.0
1955,North Carolina,Adams,63.0,300952.0
1956,North Carolina,Barnes,65.0,54150.0
1957,North Carolina,Benson,67.0,369019.0
1958,North Carolina,Billings,69.0,63710.0
1959,North Carolina,Bottineau,71.0,213442.0
1960,North Carolina,Bowman,73.0,11431.0
1961,North Carolina,Burke,75.0,8616.0
1962,North Carolina,Burleigh,77.0,58674.0
1963,North Carolina,Cass,79.0,21134.0
1964,North Carolina,Cavalier,81.0,517600.0
1965,North Carolina,Dickey,83.0,52456.0
1966,North Carolina,Divide,85.0,128140.0
1967,North Carolina,Dunn,87.0,59868.0
1968,North Carolina,Eddy,89.0,112655.0
1969,North Carolina,Emmons,91.0,24184.0
1970,North Carolina,Foster,93.0,52671.0
1971,North Carolina,Golden Valley,95.0,5526.0
1972,North Carolina,Grand Forks,97.0,169866.0
1973,North Carolina,Grant,99.0,41265.0
1974,North Carolina,Griggs,101.0,185660.0
1975,North Carolina,Hettinger,103.0,10013.0
1976,North Carolina,Kidder,105.0,59660.0
1977,North Carolina,LaMoure,107.0,58106.0
1978,North Carolina,Logan,109.0,81035.0
1979,North Carolina,McHenry,111.0,44989.0
1980,North Carolina,McIntosh,113.0,34201.0
1981,North Carolina,McKenzie,115.0,21139.0
1982,North Carolina,McLean,117.0,23357.0
1983,North Carolina,Mercer,119.0,1034070.0
1984,North Carolina,Morton,121.0,15246.0
1985,North Carolina,Mountrail,123.0,27548.0
