,State,County,Votes_Norm,Trump_Votes,Hillary_Votes,Independent_Votes,Total_Votes,Trump_Perc,Hillary_Perc,Independent_Perc
919,KS,Neosho County,0.468,4340.0,1464.0,347.0,6151.0,70.6,23.8,5.7
920,KS,Ness County,0.736,1216.0,160.0,59.0,1435.0,84.7,11.1,4.1
921,KS,Norton County,0.7,1808.0,277.0,105.0,2190.0,82.6,12.6,4.8
922,KS,Osage County,0.433,4713.0,1730.0,451.0,6894.0,68.4,25.1,6.5
923,KS,Osborne County,0.688,1437.0,231.0,85.0,1753.0,82.0,13.2,4.9
924,KS,Ottawa County,0.641,2261.0,424.0,181.0,2866.0,78.9,14.8,6.3
925,KS,Pawnee County,0.501,1872.0,567.0,163.0,2602.0,71.9,21.8,6.3
926,KS,Phillips County,0.73,2200.0,296.0,115.0,2611.0,84.3,11.3,4.4
927,KS,Pottawatomie County,0.507,7451.0,2191.0,717.0,10359.0,71.9,21.2,6.9
928,KS,Pratt County,0.54,2824.0,769.0,213.0,3806.0,74.2,20.2,5.6
929,KS,Rawlins County,0.725,1209.0,160.0,79.0,1448.0,83.5,11.0,5.5
930,KS,Reno County,0.36,15100.0,6670.0,1678.0,23448.0,64.4,28.4,7.2
931,KS,Republic County,0.653,1993.0,370.0,121.0,2484.0,80.2,14.9,4.9
932,KS,Rice County,0.556,2652.0,668.0,247.0,3567.0,74.3,18.7,6.9
933,KS,Riley County,0.045,9817.0,8892.0,1766.0,20475.0,47.9,43.4,8.6
934,KS,Rooks County,0.726,1999.0,273.0,106.0,2378.0,84.1,11.5,4.4
935,KS,Rush County,0.645,1177.0,227.0,70.0,1474.0,79.9,15.4,4.8
936,KS,Russell County,0.664,2544.0,454.0,150.0,3148.0,80.8,14.4,4.8
937,KS,Saline County,0.343,13367.0,6084.0,1755.0,21206.0,63.0,28.7,8.3
938,KS,Scott County,0.742,1832.0,232.0,95.0,2159.0,84.9,10.7,4.4
939,KS,Sedgwick County,0.192,101319.0,66716.0,12715.0,180750.0,56.1,36.9,7.0
940,KS,Seward County,0.324,3025.0,1491.0,227.0,4743.0,63.8,31.4,4.8
941,KS,Shawnee County,0.028,35349.0,33270.0,5029.0,73648.0,48.0,45.2,6.8
942,KS,Sheridan County,0.778,1186.0,126.0,50.0,1362.0,87.1,9.3,3.7
943,KS,Sherman County,0.671,2043.0,340.0,154.0,2537.0,80.5,13.4,6.1
944,KS,Smith County,0.666,1635.0,295.0,84.0,2014.0,81.2,14.6,4.1
945,KS,Stafford County,0.627,1485.0,303.0,96.0,1884.0,78.8,16.1,5.1
946,KS,Stanton County,0.604,580.0,132.0,30.0,742.0,78.2,17.8,4.1
947,KS,Stevens County,0.728,1564.0,215.0,74.0,1853.0,84.4,11.6,3.9
948,KS,Sumner County,0.506,6844.0,2039.0,611.0,9494.0,72.1,21.5,6.4
949,KS,Thomas County,0.679,2832.0,467.0,184.0,3483.0,81.3,13.4,5.3
950,KS,Trego County,0.698,1211.0,193.0,55.0,1459.0,83.0,13.2,3.8
951,KS,Wabaunsee County,0.475,2358.0,773.0,209.0,3340.0,70.6,23.1,6.3
952,KS,Wallace County,0.855,711.0,45.0,23.0,779.0,91.3,5.8,2.9
953,KS,Washington County,0.657,2136.0,378.0,163.0,2677.0,79.8,14.1,6.1
954,KS,Wichita County,0.67,765.0,139.0,30.0,934.0,81.9,14.9,3.2
955,KS,Wilson County,0.631,2747.0,550.0,185.0,3482.0,78.9,15.8,5.3
956,KS,Woodson County,0.559,1063.0,270.0,87.0,1420.0,74.9,19.0,6.1
957,KS,Wyandotte County,-0.291,15520.0,29346.0,2601.0,47467.0,32.7,61.8,5.4
958,KY,Adair County,0.645,6637.0,1323.0,271.0,8231.0,80.6,16.1,3.2
959,KY,Allen County,0.632,6466.0,1349.0,276.0,8091.0,79.9,16.7,3.5
960,KY,Anderson County,0.491,8242.0,2634.0,544.0,11420.0,72.2,23.1,4.8
961,KY,Ballard County,0.572,3161.0,816.0,124.0,4101.0,77.1,19.9,3.1
962,KY,Barren County,0.498,13483.0,4275.0,725.0,18483.0,72.9,23.1,4.0
963,KY,Bath County,0.375,3082.0,1361.0,140.0,4583.0,67.2,29.7,3.0
964,KY,Bell County,0.622,7764.0,1720.0,234.0,9718.0,79.9,17.7,2.4
965,KY,Boone County,0.418,39082.0,15026.0,3462.0,57570.0,67.9,26.1,6.0
966,KY,Bourbon County,0.316,5569.0,2791.0,435.0,8795.0,63.3,31.7,4.9
967,KY,Boyd County,0.37,13591.0,6021.0,842.0,20454.0,66.4,29.4,4.1
968,KY,Boyle County,0.29,8040.0,4281.0,617.0,12938.0,62.1,33.1,4.8
969,KY,Bracken County,0.569,2711.0,705.0,111.0,3527.0,76.9,20.0,3.1
970,KY,Breathitt County,0.428,3991.0,1537.0,207.0,5735.0,69.6,26.8,3.5
971,KY,Breckinridge County,0.516,6484.0,1960.0,327.0,8771.0,73.9,22.3,3.7
972,KY,Bullitt County,0.498,26210.0,8255.0,1589.0,36054.0,72.7,22.9,4.4
973,KY,Butler County,0.624,4428.0,947.0,201.0,5576.0,79.4,17.0,3.6
974,KY,Caldwell County,0.543,4507.0,1260.0,208.0,5975.0,75.4,21.1,3.5
975,KY,Calloway County,0.35,10367.0,4749.0,929.0,16045.0,64.6,29.6,5.8
976,KY,Campbell County,0.245,25050.0,14658.0,2781.0,42489.0,59.0,34.5,6.5
977,KY,Carlisle County,0.639,2094.0,432.0,75.0,2601.0,80.5,16.6,2.9
978,KY,Carroll County,0.384,2588.0,1106.0,161.0,3855.0,67.1,28.7,4.2
979,KY,Carter County,0.516,7587.0,2276.0,411.0,10274.0,73.8,22.2,4.1
980,KY,Casey County,0.732,5482.0,767.0,190.0,6439.0,85.1,11.9,2.9
981,KY,Christian County,0.314,14108.0,7188.0,787.0,22083.0,63.9,32.5,3.5
982,KY,Clark County,0.371,10710.0,4706.0,786.0,16202.0,66.1,29.0,4.9
983,KY,Clay County,0.755,5861.0,752.0,152.0,6765.0,86.6,11.1,2.2
984,KY,Clinton County,0.731,3809.0,547.0,102.0,4458.0,85.4,12.3,2.2
985,KY,Crittenden County,0.662,3290.0,617.0,130.0,4037.0,81.5,15.3,3.2
986,KY,Cumberland County,0.666,2502.0,459.0,105.0,3066.0,81.6,15.0,3.5
987,KY,Daviess County,0.322,28907.0,14163.0,2711.0,45781.0,63.1,30.9,6.0
988,KY,Edmonson County,0.602,4135.0,979.0,127.0,5241.0,78.9,18.7,2.4
989,KY,Elliott County,0.442,2000.0,740.0,115.0,2855.0,70.1,25.9,4.0
990,KY,Estill County,0.564,4236.0,1108.0,201.0,5545.0,76.4,20.0,3.5
991,KY,Fayette County,-0.094,56890.0,69776.0,9573.0,136239.0,41.8,51.2,7.0
992,KY,Fleming County,0.54,4722.0,1348.0,187.0,6257.0,75.5,21.5,2.9
993,KY,Floyd County,0.482,11993.0,4015.0,532.0,16540.0,72.5,24.3,3.2
994,KY,Franklin County,0.046,11819.0,10717.0,1324.0,23860.0,49.5,44.9,5.5
995,KY,Fulton County,0.325,1549.0,774.0,59.0,2382.0,65.0,32.5,2.5
996,KY,Gallatin County,0.508,2443.0,749.0,145.0,3337.0,73.2,22.4,4.3
997,KY,Garrard County,0.584,5904.0,1453.0,262.0,7619.0,77.5,19.1,3.5
998,KY,Grant County,0.561,7268.0,1910.0,378.0,9556.0,76.1,20.0,4.0
999,KY,Graves County,0.565,12671.0,3308.0,613.0,16592.0,76.4,19.9,3.8
1000,KY,Grayson County,0.592,8219.0,1959.0,394.0,10572.0,77.7,18.5,3.7
1001,KY,Green County,0.664,4372.0,832.0,129.0,5333.0,82.0,15.6,2.5
1002,KY,Greenup County,0.455,11546.0,4146.0,581.0,16273.0,71.0,25.5,3.6
1003,KY,Hancock County,0.359,2788.0,1244.0,261.0,4293.0,64.9,29.0,6.0
1004,KY,Hardin County,0.302,26970.0,13944.0,2227.0,43141.0,62.5,32.3,5.2
1005,KY,Harlan County,0.721,9129.0,1372.0,256.0,10757.0,84.9,12.8,2.4
1006,KY,Harrison County,0.438,5435.0,2031.0,314.0,7780.0,69.9,26.1,4.1
1007,KY,Hart County,0.494,5320.0,1730.0,213.0,7263.0,73.2,23.8,2.8
1008,KY,Henderson County,0.277,12159.0,6707.0,839.0,19705.0,61.7,34.0,4.3
1009,KY,Henry County,0.436,4944.0,1828.0,373.0,7145.0,69.2,25.6,5.1
1010,KY,Hickman County,0.56,1657.0,449.0,51.0,2157.0,76.8,20.8,2.4
1011,KY,Hopkins County,0.539,15277.0,4310.0,754.0,20341.0,75.1,21.2,3.7
1012,KY,Jackson County,0.801,4889.0,482.0,129.0,5500.0,88.9,8.8,2.4
1013,KY,Jefferson County,-0.134,143758.0,190824.0,18352.0,352934.0,40.7,54.1,5.2
1014,KY,Jessamine County,0.4,15474.0,6144.0,1688.0,23306.0,66.4,26.4,7.3
1015,KY,Johnson County,0.709,8043.0,1250.0,279.0,9572.0,84.0,13.1,2.9
1016,KY,Kenton County,0.26,42958.0,24213.0,4776.0,71947.0,59.7,33.7,6.7
1017,KY,Knott County,0.54,4357.0,1245.0,161.0,5763.0,75.6,21.6,2.8
1018,KY,Knox County,0.676,9885.0,1761.0,366.0,12012.0,82.3,14.7,3.0
1019,KY,LaRue County,0.553,4799.0,1278.0,290.0,6367.0,75.4,20.1,4.5
1020,KY,Laurel County,0.691,20592.0,3440.0,792.0,24824.0,83.0,13.9,3.3
1021,KY,Lawrence County,0.624,4816.0,1045.0,181.0,6042.0,79.7,17.3,3.0
1022,KY,Lee County,0.641,2151.0,444.0,72.0,2667.0,80.7,16.6,2.7
1023,KY,Leslie County,0.805,4015.0,400.0,77.0,4492.0,89.4,8.9,1.7
1024,KY,Letcher County,0.629,7293.0,1542.0,299.0,9134.0,79.8,16.9,3.2
1025,KY,Lewis County,0.676,4363.0,785.0,150.0,5298.0,82.4,14.8,2.8
1026,KY,Lincoln County,0.572,7338.0,1865.0,358.0,9561.0,76.7,19.5,3.9
1027,KY,Livingston County,0.578,3570.0,887.0,186.0,4643.0,76.9,19.1,4.0
1028,KY,Logan County,0.461,7778.0,2755.0,366.0,10899.0,71.4,25.3,3.3
1029,KY,Lyon County,0.44,2789.0,1045.0,127.0,3961.0,70.4,26.4,3.3
1030,KY,Madison County,0.312,23431.0,11793.0,2112.0,37336.0,62.8,31.6,5.6
1031,KY,Magoffin County,0.518,3824.0,1172.0,120.0,5116.0,74.7,22.9,2.4
1032,KY,Marion County,0.302,5122.0,2679.0,308.0,8109.0,63.2,33.0,3.8
1033,KY,Marshall County,0.518,12322.0,3672.0,694.0,16688.0,73.8,22.0,4.2
1034,KY,Martin County,0.794,3503.0,363.0,87.0,3953.0,88.6,9.2,2.2
1035,KY,Mason County,0.412,4944.0,1970.0,302.0,7216.0,68.5,27.3,4.2
1036,KY,McCracken County,0.372,20774.0,9134.0,1386.0,31294.0,66.4,29.2,4.4
1037,KY,McCreary County,0.753,5012.0,664.0,100.0,5776.0,86.8,11.5,1.7
1038,KY,McLean County,0.524,3381.0,988.0,197.0,4566.0,74.0,21.6,4.3
1039,KY,Meade County,0.461,8660.0,3026.0,543.0,12229.0,70.8,24.7,4.4
1040,KY,Menifee County,0.471,2010.0,700.0,70.0,2780.0,72.3,25.2,2.4
1041,KY,Mercer County,0.505,7740.0,2395.0,449.0,10584.0,73.1,22.6,4.2
1042,KY,Metcalfe County,0.545,3491.0,976.0,152.0,4619.0,75.6,21.1,3.4
1043,KY,Monroe County,0.737,4278.0,601.0,112.0,4991.0,85.7,12.0,2.3
1044,KY,Montgomery County,0.41,7856.0,3158.0,430.0,11444.0,68.6,27.6,3.8
1045,KY,Morgan County,0.55,3628.0,1006.0,136.0,4770.0,76.1,21.1,2.8
1046,KY,Muhlenberg County,0.469,9393.0,3272.0,389.0,13054.0,72.0,25.1,3.0
1047,KY,Nelson County,0.337,13430.0,6434.0,908.0,20772.0,64.7,31.0,4.4
1048,KY,Nicholas County,0.412,1957.0,787.0,96.0,2840.0,68.9,27.7,3.4
1049,KY,Ohio County,0.564,7942.0,2080.0,376.0,10398.0,76.4,20.0,3.6
1050,KY,Oldham County,0.31,20469.0,10268.0,2116.0,32853.0,62.3,31.3,6.4
1051,KY,Owen County,0.537,3745.0,1062.0,192.0,4999.0,74.9,21.2,3.8
1052,KY,Owsley County,0.692,1474.0,256.0,29.0,1759.0,83.8,14.6,1.7
1053,KY,Pendleton County,0.572,4604.0,1164.0,239.0,6007.0,76.6,19.4,3.9
1054,KY,Perry County,0.57,8158.0,2136.0,278.0,10572.0,77.2,20.2,2.6
1055,KY,Pike County,0.627,19740.0,4277.0,633.0,24650.0,80.1,17.4,2.6
1056,KY,Powell County,0.452,3513.0,1272.0,172.0,4957.0,70.9,25.7,3.4
1057,KY,Pulaski County,0.667,22900.0,4208.0,926.0,28034.0,81.7,15.0,3.4
1058,KY,Robertson County,0.53,759.0,222.0,32.0,1013.0,74.9,21.9,3.2
1059,KY,Rockcastle County,0.702,5609.0,915.0,164.0,6688.0,83.9,13.7,2.4
1060,KY,Rowan County,0.212,5174.0,3295.0,373.0,8842.0,58.5,37.3,4.2
1061,KY,Russell County,0.706,6863.0,1093.0,218.0,8174.0,84.0,13.4,2.7
1062,KY,Scott County,0.304,15052.0,7713.0,1413.0,24178.0,62.3,31.9,5.9
1063,KY,Shelby County,0.336,13196.0,6276.0,1101.0,20573.0,64.1,30.5,5.4
1064,KY,Simpson County,0.389,5077.0,2144.0,308.0,7529.0,67.4,28.5,4.2
1065,KY,Spencer County,0.554,7196.0,1921.0,396.0,9513.0,75.6,20.2,4.2
1066,KY,Taylor County,0.51,8320.0,2553.0,431.0,11304.0,73.6,22.6,3.9
1067,KY,Todd County,0.539,3612.0,1042.0,120.0,4774.0,75.7,21.8,2.5
1068,KY,Trigg County,0.496,4928.0,1587.0,230.0,6745.0,73.1,23.5,3.5
1069,KY,Trimble County,0.5,2771.0,879.0,138.0,3788.0,73.2,23.2,3.6
1070,KY,Union County,0.543,4701.0,1331.0,179.0,6211.0,75.7,21.4,2.9
1071,KY,Warren County,0.242,28673.0,16966.0,2797.0,48436.0,59.2,35.0,5.8
1072,KY,Washington County,0.461,4013.0,1420.0,197.0,5630.0,71.3,25.2,3.6
1073,KY,Wayne County,0.618,6370.0,1431.0,190.0,7991.0,79.7,17.9,2.4
1074,KY,Webster County,0.543,4397.0,1240.0,168.0,5805.0,75.7,21.4,2.9
1075,KY,Whitley County,0.672,11312.0,2067.0,390.0,13769.0,82.2,15.0,2.8
1076,KY,Wolfe County,0.399,1804.0,753.0,78.0,2635.0,68.5,28.6,2.9
1077,KY,Woodford County,0.202,7697.0,4958.0,905.0,13560.0,56.8,36.6,6.7
1078,LA,Acadia Parish,0.567,21159.0,5638.0,589.0,27386.0,77.3,20.6,2.0
1079,LA,Allen Parish,0.515,6867.0,2106.0,272.0,9245.0,74.3,22.8,2.9
1080,LA,Ascension Parish,0.36,36135.0,16471.0,2057.0,54663.0,66.1,30.1,3.9
1081,LA,Assumption Parish,0.255,6714.0,3931.0,259.0,10904.0,61.6,36.1,2.3
1082,LA,Avoyelles Parish,0.37,11163.0,5032.0,386.0,16581.0,67.3,30.3,2.3
1083,LA,Beauregard Parish,0.653,12238.0,2393.0,447.0,15078.0,81.2,15.9,2.9
1084,LA,Bienville Parish,0.089,3756.0,3129.0,120.0,7005.0,53.6,44.7,1.8
1085,LA,Bossier Parish,0.458,35451.0,12638.0,1729.0,49818.0,71.2,25.4,3.5
1086,LA,Caddo Parish,-0.042,48977.0,53448.0,3312.0,105737.0,46.3,50.5,3.2
1087,LA,Calcasieu Parish,0.333,54182.0,26293.0,3298.0,83773.0,64.7,31.4,3.8
1088,LA,Caldwell Parish,0.647,3822.0,788.0,82.0,4692.0,81.5,16.8,1.7
1089,LA,Cameron Parish,0.795,3256.0,323.0,113.0,3692.0,88.2,8.7,3.0
1090,LA,Catahoula Parish,0.444,3479.0,1322.0,55.0,4856.0,71.6,27.2,1.1
1091,LA,Claiborne Parish,0.135,3585.0,2717.0,119.0,6421.0,55.8,42.3,1.8
1092,LA,Concordia Parish,0.248,5474.0,3272.0,123.0,8869.0,61.7,36.9,1.3
1093,LA,De Soto Parish,0.215,8067.0,5163.0,267.0,13497.0,59.8,38.3,2.0
1094,LA,East Baton Rouge Parish,-0.092,84620.0,102711.0,9001.0,196332.0,43.1,52.3,4.5
1095,LA,East Carroll Parish,-0.265,1059.0,1838.0,42.0,2939.0,36.0,62.5,1.3
1096,LA,East Feliciana Parish,0.133,5569.0,4235.0,238.0,10042.0,55.5,42.2,2.3
1097,LA,Evangeline Parish,0.413,10357.0,4208.0,314.0,14879.0,69.6,28.3,2.0
1098,LA,Franklin Parish,0.437,6514.0,2506.0,142.0,9162.0,71.1,27.4,1.4
1099,LA,Grant Parish,0.706,7406.0,1181.0,232.0,8819.0,84.0,13.4,2.7
1100,LA,Iberia Parish,0.314,20903.0,10698.0,853.0,32454.0,64.4,33.0,2.5
1101,LA,Iberville Parish,-0.063,7320.0,8324.0,399.0,16043.0,45.6,51.9,2.5
1102,LA,Jackson Parish,0.406,5169.0,2139.0,156.0,7464.0,69.3,28.7,2.0
1103,LA,Jefferson Davis Parish,0.539,10775.0,3080.0,422.0,14277.0,75.5,21.6,2.8
1104,LA,Jefferson Parish,0.148,100292.0,73540.0,7556.0,181388.0,55.3,40.5,4.1
1105,LA,La Salle Parish,0.796,5835.0,605.0,128.0,6568.0,88.8,9.2,1.8
1106,LA,Lafayette Parish,0.336,68191.0,32726.0,4682.0,105599.0,64.6,31.0,4.5
1107,LA,Lafourche Parish,0.565,31958.0,8423.0,1263.0,41644.0,76.7,20.2,3.0
1108,LA,Lincoln Parish,0.196,10761.0,7102.0,801.0,18664.0,57.7,38.1,4.3
1109,LA,Livingston Parish,0.726,48797.0,6950.0,1953.0,57700.0,84.6,12.0,3.3
1110,LA,Madison Parish,-0.173,1927.0,2744.0,61.0,4732.0,40.7,58.0,1.3
1111,LA,Morehouse Parish,0.114,6502.0,5155.0,195.0,11852.0,54.9,43.5,1.7
1112,LA,Natchitoches Parish,0.11,8965.0,7143.0,509.0,16617.0,54.0,43.0,2.9
1113,LA,Orleans Parish,-0.661,24267.0,133833.0,7519.0,165619.0,14.7,80.8,4.5
1114,LA,Ouachita Parish,0.255,41712.0,24420.0,1855.0,67987.0,61.4,35.9,2.6
1115,LA,Plaquemines Parish,0.336,6900.0,3347.0,325.0,10572.0,65.3,31.7,3.1
1116,LA,Pointe Coupee Parish,0.172,6789.0,4764.0,208.0,11761.0,57.7,40.5,1.6
1117,LA,Rapides Parish,0.326,36814.0,18318.0,1706.0,56838.0,64.8,32.2,3.1
1118,LA,Red River Parish,0.103,2391.0,1938.0,93.0,4422.0,54.1,43.8,2.1
1119,LA,Richland Parish,0.326,6286.0,3157.0,153.0,9596.0,65.5,32.9,1.5
1120,LA,Sabine Parish,0.631,7877.0,1703.0,205.0,9785.0,80.5,17.4,2.1
1121,LA,St. Bernard Parish,0.333,10232.0,4957.0,618.0,15807.0,64.7,31.4,3.9
1122,LA,St. Charles Parish,0.308,16620.0,8558.0,1012.0,26190.0,63.5,32.7,3.8
1123,LA,St. Helena Parish,-0.143,2497.0,3353.0,114.0,5964.0,41.9,56.2,1.9
1124,LA,St. James Parish,-0.08,5456.0,6418.0,211.0,12085.0,45.1,53.1,1.6
1125,LA,St. John The Baptist Parish,-0.245,7569.0,12658.0,513.0,20740.0,36.5,61.0,2.5
1126,LA,St. Landry Parish,0.119,21966.0,17208.0,796.0,39970.0,55.0,43.1,2.0
1127,LA,St. Martin Parish,0.334,16872.0,8266.0,611.0,25749.0,65.5,32.1,2.5
1128,LA,St. Mary Parish,0.276,14353.0,8050.0,468.0,22871.0,62.8,35.2,2.0
1129,LA,St. Tammany Parish,0.508,90914.0,27716.0,5759.0,124389.0,73.1,22.3,4.5
1130,LA,Tangipahoa Parish,0.326,33933.0,16869.0,1579.0,52381.0,64.8,32.2,3.0
1131,LA,Tensas Parish,-0.059,1180.0,1329.0,34.0,2543.0,46.4,52.3,1.2
1132,LA,Terrebonne Parish,0.484,31900.0,10664.0,1329.0,43893.0,72.7,24.3,3.0
1133,LA,Union Parish,0.485,7972.0,2691.0,231.0,10894.0,73.2,24.7,2.0
1134,LA,Vermilion Parish,0.596,19807.0,4745.0,701.0,25253.0,78.4,18.8,2.7
1135,LA,Vernon Parish,0.65,13471.0,2665.0,497.0,16633.0,81.0,16.0,2.8
1136,LA,Washington Parish,0.368,12552.0,5690.0,380.0,18622.0,67.4,30.6,2.0
1137,LA,Webster Parish,0.291,11538.0,6259.0,343.0,18140.0,63.6,34.5,1.8
1138,LA,West Baton Rouge Parish,0.122,6926.0,5382.0,402.0,12710.0,54.5,42.3,3.1
1139,LA,West Carroll Parish,0.684,3970.0,715.0,74.0,4759.0,83.4,15.0,1.5
1140,LA,West Feliciana Parish,0.197,3390.0,2247.0,161.0,5798.0,58.5,38.8,2.8
1141,LA,Winn Parish,0.465,4605.0,1643.0,120.0,6368.0,72.3,25.8,1.8
1142,ME,Androscoggin County,0.094,28189.0,22975.0,4176.0,55340.0,50.9,41.5,7.5
1143,ME,Aroostook County,0.172,19419.0,13377.0,2167.0,34963.0,55.5,38.3,6.2
1144,ME,Cumberland County,-0.264,57697.0,102935.0,10617.0,171249.0,33.7,60.1,6.2
1145,ME,Franklin County,0.055,7900.0,7001.0,1481.0,16382.0,48.2,42.7,9.0
1146,ME,Hancock County,-0.076,13682.0,16107.0,2194.0,31983.0,42.8,50.4,6.9
1147,ME,Kennebec County,0.037,31753.0,29296.0,4950.0,65999.0,48.1,44.4,7.5
1148,ME,Knox County,-0.143,9148.0,12440.0,1433.0,23021.0,39.7,54.0,6.2
1149,ME,Lincoln County,-0.024,9727.0,10241.0,1464.0,21432.0,45.4,47.8,6.8
1150,ME,Oxford County,0.13,16214.0,12172.0,2708.0,31094.0,52.1,39.1,8.7
1151,ME,Penobscot County,0.11,41601.0,32832.0,5795.0,80228.0,51.9,40.9,7.3
1152,ME,Piscataquis County,0.252,5403.0,3098.0,643.0,9144.0,59.1,33.9,7.1
1153,ME,Sagadahoc County,-0.063,9304.0,10679.0,1613.0,21596.0,43.1,49.4,7.5
1154,ME,Somerset County,0.228,14998.0,9092.0,1878.0,25968.0,57.8,35.0,7.2
1155,ME,Waldo County,-0.002,10378.0,10442.0,1810.0,22630.0,45.9,46.1,8.0
1156,ME,Washington County,0.162,9037.0,6358.0,1164.0,16559.0,54.6,38.4,7.1
1157,ME,York County,-0.048,50388.0,55828.0,7746.0,113962.0,44.2,49.0,6.8
1158,MD,Allegany County,0.48,20025.0,6665.0,1114.0,27804.0,72.0,24.0,4.0
1159,MD,Anne Arundel County,-0.007,114509.0,116074.0,12356.0,242939.0,47.1,47.8,5.1
1160,MD,Baltimore City,-0.745,22726.0,178562.0,7692.0,208980.0,10.9,85.4,3.6
1161,MD,Baltimore County,-0.174,131009.0,189437.0,14571.0,335017.0,39.1,56.5,4.4
1162,MD,Calvert County,0.184,24680.0,16669.0,2096.0,43445.0,56.8,38.4,4.8
1163,MD,Caroline County,0.396,8999.0,3747.0,536.0,13282.0,67.8,28.2,4.0
1164,MD,Carroll County,0.369,55593.0,24314.0,4972.0,84879.0,65.5,28.6,5.8
1165,MD,Cecil County,0.353,27579.0,12651.0,2079.0,42309.0,65.2,29.9,4.9
1166,MD,Charles County,-0.303,24163.0,46063.0,2254.0,72480.0,33.3,63.6,3.1
1167,MD,Dorchester County,0.16,7938.0,5695.0,401.0,14034.0,56.6,40.6,2.9
1168,MD,Frederick County,0.04,56472.0,51891.0,6599.0,114962.0,49.1,45.1,5.8
1169,MD,Garrett County,0.615,10189.0,2252.0,464.0,12905.0,79.0,17.5,3.6
1170,MD,Harford County,0.245,74261.0,43803.0,6160.0,124224.0,59.8,35.3,5.0
1171,MD,Howard County,-0.335,44792.0,93808.0,7801.0,146401.0,30.6,64.1,5.3
1172,MD,Kent County,0.046,4598.0,4178.0,390.0,9166.0,50.2,45.6,4.2
1173,MD,Montgomery County,-0.556,82985.0,309761.0,15554.0,408300.0,20.3,75.9,3.8
1174,MD,Prince George's County,-0.81,29290.0,313627.0,8174.0,351091.0,8.3,89.3,2.3
1175,MD,Queen Anne's County,0.361,16211.0,7316.0,1106.0,24633.0,65.8,29.7,4.5
1176,MD,Somerset County,0.18,5056.0,3484.0,228.0,8768.0,57.7,39.7,2.7
1177,MD,St. Mary's County,0.246,26889.0,15786.0,2494.0,45169.0,59.5,34.9,5.5
1178,MD,Talbot County,0.119,10098.0,7865.0,768.0,18731.0,53.9,42.0,4.1
1179,MD,Washington County,0.324,38842.0,19193.0,2696.0,60731.0,64.0,31.6,4.5
1180,MD,Wicomico County,0.116,20832.0,16327.0,1563.0,38722.0,53.8,42.2,4.0
1181,MD,Worcester County,0.279,15910.0,8783.0,878.0,25571.0,62.2,34.3,3.4
1182,MA,Barnstable County,-0.134,53842.0,71632.0,7193.0,132667.0,40.6,54.0,5.4
1183,MA,Berkshire County,-0.415,16799.0,43540.0,4168.0,64507.0,26.0,67.5,6.5
1184,MA,Bristol County,-0.093,104775.0,127619.0,13674.0,246068.0,42.6,51.9,5.6
1185,MA,Dukes County,-0.513,2474.0,8338.0,622.0,11434.0,21.6,72.9,5.5
1186,MA,Essex County,-0.225,135405.0,220027.0,20708.0,376140.0,36.0,58.5,5.5
1187,MA,Franklin County,-0.37,10327.0,24369.0,3291.0,37987.0,27.2,64.2,8.7
1188,MA,Hampden County,-0.16,78230.0,110313.0,11677.0,200220.0,39.1,55.1,5.8
1189,MA,Hampshire County,-0.395,22089.0,54572.0,5668.0,82329.0,26.8,66.3,6.8
1190,MA,Middlesex County,-0.381,216163.0,508919.0,42255.0,767337.0,28.2,66.3,5.5
1191,MA,Nantucket County,-0.352,1892.0,4144.0,368.0,6404.0,29.5,64.7,5.8
1192,MA,Norfolk County,-0.279,119171.0,219129.0,19481.0,357781.0,33.3,61.2,5.4
1193,MA,Plymouth County,-0.073,114722.0,133828.0,15618.0,264168.0,43.4,50.7,5.9
1194,MA,Suffolk County,-0.63,50042.0,241212.0,12263.0,303517.0,16.5,79.5,4.0
1195,MA,Worcester County,-0.105,157138.0,197126.0,26708.0,380972.0,41.2,51.7,7.0
1196,MI,Alcona County,0.4,4201.0,1732.0,246.0,6179.0,68.0,28.0,4.1
1197,MI,Alger County,0.205,2585.0,1663.0,265.0,4513.0,57.3,36.8,5.8
1198,MI,Allegan County,0.288,33812.0,17932.0,3409.0,55153.0,61.3,32.5,6.1
1199,MI,Alpena County,0.287,9090.0,4877.0,721.0,14688.0,61.9,33.2,5.0
1200,MI,Antrim County,0.296,8469.0,4448.0,655.0,13572.0,62.4,32.8,4.8
1201,MI,Arenac County,0.331,4704.0,2238.0,515.0,7457.0,63.1,30.0,6.8
1202,MI,Baraga County,0.287,2158.0,1156.0,172.0,3486.0,61.9,33.2,4.9
1203,MI,Barry County,0.333,19197.0,9109.0,1959.0,30265.0,63.4,30.1,6.4
1204,MI,Bay County,0.126,28327.0,21641.0,2964.0,52932.0,53.5,40.9,5.5
1205,MI,Benzie County,0.14,5539.0,4108.0,574.0,10221.0,54.2,40.2,5.7
1206,MI,Berrien County,0.128,38646.0,29496.0,3740.0,71882.0,53.8,41.0,5.1
1207,MI,Branch County,0.382,11025.0,4740.0,725.0,16490.0,66.9,28.7,4.3
1208,MI,Calhoun County,0.125,31489.0,24154.0,3143.0,58786.0,53.6,41.1,5.3
1209,MI,Cass County,0.3,14241.0,7270.0,1761.0,23272.0,61.2,31.2,7.5
1210,MI,Charlevoix County,0.242,8674.0,5137.0,756.0,14567.0,59.5,35.3,5.2
